Game Title,Console,Commenter Name,Reviewer Type,Comment,Date Commented,Score Number,Release Date,Description,Game Link
kamikaze veggies,,,User,,,,"Dec 16, 2022","Red, communist vegetables want to take control over the world. Only a special squad of veggies - warriors can stop them.

If you like absurd humor and a breath of adventure on your back, then you've come to the right place!

A stealth adventure game with an absurd-driven story and third-person perspective for a single-player or co-op. Complete secret war missions, solve the showy puzzles, and save the veggies world!",https://www.metacritic.com/game/kamikaze-veggies/
panda punch,Nintendo Switch,TouchArcade,Critic,"Panda Punch is one of those games where you can spend an evening picking your way through it and have a fun enough time doing so, only to find your brain has almost entirely deleted the experience from your memories by the next morning. For the meager price it’s asking, I suppose that’s acceptable. Nothing I’d recommend rushing out and buying, but you could do a lot worse with your time and money than picking this up and bashing around some crates.","Jan 2, 2023",70,"Dec 16, 2022","Panda Punch is a puzzle platformer game in which you have to control a red panda and save the world from evil alien robots.

Solve puzzles on the levels, collect coins, look for super coins, pump your abilities from the blacksmith.

Defeat bosses, get new abilities.",https://www.metacritic.com/game/panda-punch/
panda punch,,,User,,,,"Dec 16, 2022","Panda Punch is a puzzle platformer game in which you have to control a red panda and save the world from evil alien robots.

Solve puzzles on the levels, collect coins, look for super coins, pump your abilities from the blacksmith.

Defeat bosses, get new abilities.",https://www.metacritic.com/game/panda-punch/
extreme snowboard,,,Critic,,,tbd,"Dec 16, 2022","Ride your snowboard at high speed down the slopes of the best ski resorts in Europe and America. Set the fastest times solo, or against a friend/family in the super fun multiplayer mode. You will be able to perform numerous tricks with the help of obstacles on the slope. Each trick you perform will give you time bonuses that will improve your final time. Extreme Snowboard, with its hyper-realistic physics engine, will provide you with strong sensations and long hours of fun with rock musics.",https://www.metacritic.com/game/extreme-snowboard/
extreme snowboard,,,User,,,,"Dec 16, 2022","Ride your snowboard at high speed down the slopes of the best ski resorts in Europe and America. Set the fastest times solo, or against a friend/family in the super fun multiplayer mode. You will be able to perform numerous tricks with the help of obstacles on the slope. Each trick you perform will give you time bonuses that will improve your final time. Extreme Snowboard, with its hyper-realistic physics engine, will provide you with strong sensations and long hours of fun with rock musics.",https://www.metacritic.com/game/extreme-snowboard/
independence day run,,,Critic,,,tbd,"Dec 16, 2022",Independence Day Run is a Runner style arcade game where the user leaps and dashes through obstacles to get to the finish line. Play and survive through 12 levels as you complete your patriotic run.,https://www.metacritic.com/game/independence-day-run/
independence day run,,,User,,,,"Dec 16, 2022",Independence Day Run is a Runner style arcade game where the user leaps and dashes through obstacles to get to the finish line. Play and survive through 12 levels as you complete your patriotic run.,https://www.metacritic.com/game/independence-day-run/
blacktail,PC,DualShockers,Critic,"A beautiful, touching piece of work that’s bound to stick with you long after you finish it, Blacktail is a world worth getting lost in.","Dec 14, 2022",80,"Dec 15, 2022","Create the myth of Baba Yaga by living out the origins of this classic Slavic folk story in BLACKTAIL, the first-person action-adventure from THE PARASIGHT. Experience a one-of-a-kind blend of intense archery combat and dark storytelling set in a vibrant fairy tale world. Choose your path to become either the guardian of the woods or the terror nightmares are made of.

You play as Yaga, a 16-year-old girl accused of witchcraft and expelled from an early medieval Slavic settlement. When living memories of her past return as foul, walking spirits, Yaga is faced with no other option than to hunt them down in hopes of unravelling her own mystery.",https://www.metacritic.com/game/blacktail/
blacktail,PC,CD-Action,Critic,"What a wonderful surprise at the end of the year! Blacktail, a real gem dipped in Slavic folklore, delighted me with its distinct atmosphere, engaging narrative, sense of humor, and excellent music. What did not impress me, was the combat, but as a whole the game is a fantastic experience.","Dec 20, 2022",85,"Dec 15, 2022","Create the myth of Baba Yaga by living out the origins of this classic Slavic folk story in BLACKTAIL, the first-person action-adventure from THE PARASIGHT. Experience a one-of-a-kind blend of intense archery combat and dark storytelling set in a vibrant fairy tale world. Choose your path to become either the guardian of the woods or the terror nightmares are made of.

You play as Yaga, a 16-year-old girl accused of witchcraft and expelled from an early medieval Slavic settlement. When living memories of her past return as foul, walking spirits, Yaga is faced with no other option than to hunt them down in hopes of unravelling her own mystery.",https://www.metacritic.com/game/blacktail/
blacktail,PC,Scary_R_US,User,Great story and really solid game play. its quite short but that's why its a lower price. Finally a developer who doesn't over reach. They decided kept it within their capabilities and nailed the core game! Well done!!,"Jan 22, 2023",6.8,"Dec 15, 2022","Create the myth of Baba Yaga by living out the origins of this classic Slavic folk story in BLACKTAIL, the first-person action-adventure from THE PARASIGHT. Experience a one-of-a-kind blend of intense archery combat and dark storytelling set in a vibrant fairy tale world. Choose your path to become either the guardian of the woods or the terror nightmares are made of.

You play as Yaga, a 16-year-old girl accused of witchcraft and expelled from an early medieval Slavic settlement. When living memories of her past return as foul, walking spirits, Yaga is faced with no other option than to hunt them down in hopes of unravelling her own mystery.",https://www.metacritic.com/game/blacktail/
blacktail,PC,bokarsh-z,User,"=========
only worth 20 dollar
=========
- 10 - 20 hours long.

- very repetitive gameplay, little enemies type, stupid ai, only one weapon with 3 type arrow, choices dont matter, long boring 2d sections.

-good atmosphere, Slavic folklore, mashrooms, black cat, good soundtrack, great optimized didnt get any glitch.","Dec 27, 2022",6,"Dec 15, 2022","Create the myth of Baba Yaga by living out the origins of this classic Slavic folk story in BLACKTAIL, the first-person action-adventure from THE PARASIGHT. Experience a one-of-a-kind blend of intense archery combat and dark storytelling set in a vibrant fairy tale world. Choose your path to become either the guardian of the woods or the terror nightmares are made of.

You play as Yaga, a 16-year-old girl accused of witchcraft and expelled from an early medieval Slavic settlement. When living memories of her past return as foul, walking spirits, Yaga is faced with no other option than to hunt them down in hopes of unravelling her own mystery.",https://www.metacritic.com/game/blacktail/
kawaii slime arena,,,Critic,,,tbd,"Dec 15, 2022","KAWAII SLIME ARENA is an action shooter with RPG elements and lots of upgrades.

Help Yui defeat the slimes with powerful weapons! Choose between lots of upgrades to make her stronger and beat the arenas to unlock all weapons!",https://www.metacritic.com/game/kawaii-slime-arena/
