,Title,Release Date,Description,Game Link
1512,Trinity Trigger,"Apr 25, 2023","Trinity Trigger is an all-new action role-playing game combining the look and feel of iconic RPGs of the '90s with an emphasis on fast-paced, customizable combat.

Players take control of three young heroes as they attempt to defy fate and save the continent of Trinitia. Accompanying them are the Triggers, strange creatures with the unique ability to transform into eight types of weapons that players must master if they hope to be successful on their quest.

Whether playing alone or with up to two friends via local co-op, explore diverse biomes and dungeons, strategize to exploit enemy weaknesses, and change your destiny!",https://www.metacritic.com/game/trinity-trigger/
1513,Fairy Fencer F: Refrain Chord,"Apr 25, 2023","Long ago, civilization flourished due to the knowledge granted to the people by the Goddess. They erected towers that reached the heavens, and built weapons that could pierce even the gods. 

However, the civilization soon perished in the war between the Vile God and Goddess. And so, time passed... present day.

Fencers are warriors who wield special weapons that contain fairies. Fang, a young man and Fencer, goes on a journey with his companions in search of Furies in order to resurrect the Goddess.

One day, Fang encounters a girl who saves people through song, as well as a girl who brainwashes people through song.

Together with girls who call themselves ""divas"" and possess mysterious power, Fang's fate sets into motion...

Fairy Fencer F goes strategy RPG! Fairy Fencer F: Refrain Chord features an assortment of major characters from the series. Experience strategic battles featuring new characters called ""Divas,"" as well as new Fencers and Fairies.",https://www.metacritic.com/game/fairy-fencer-f-refrain-chord/
1514,War Mongrels,"Apr 25, 2023","War Mongrels is an isometric real-time tactics game that takes place on the eastern front of World War II. Its story-driven campaign takes inspiration in the grim events that actually took place and the real stories that arose from them. Dive into the dark side of war on your own or in co-op. 

The heavily history-inspired storyline guides players through the journey of two Wehrmacht soldiers as they go from deserters to hefty guerilla fighters. Their team expands as they meet new characters who support the same cause. As each character has their own set of skills and advantages, players must learn to combine them effectively to outsmart the enemy during a variety of missions in a changing environment. Sneaking, distraction, silent kills, and using the environment are some of the main skills players will have to take to heart, but a stock of firearms will also be available and useful in completing mission objectives.",https://www.metacritic.com/game/war-mongrels/
1515,R-Type Final 3 Evolved,"Apr 25, 2023","R-Type Final 3 Evolved, the ultimate side-scrolling shooter, is now available on PlayStation 5.",https://www.metacritic.com/game/r-type-final-3-evolved/
1516,DoraKone,"Apr 25, 2023","Something new is hitting the mobile markets and taking the world by storm! An augmented reality game called Dragon Connection (DraCo) allows players to collect and battle with hundreds of dragons!

Dulce, after spending a few weeks saving up for a new phone, can finally participate in the craze! As she builds her collection of virtual dragons, and a circle of new friends grows with it, how will her summer vacation unfold?

A visual novel about teamwork, love, friendship and achieving common goals.",https://www.metacritic.com/game/dorakone/
1517,Golden Force,"Apr 25, 2023","The Demon King has set his sights on Muscle Island, a hitherto heavenly and peaceful place where life was good. The dark figure has installed his army there and persecutes the population with the help of his generals.
Wasting their last coins in taverns, the mercenaries of the dreaded Golden Force take advantage of their last vacation moments when they receive a new contract: to defeat this evil new ruler and reclaim the mountain of gold in his possession.
When there is gold and the promise of a good fight, you can count on the Golden Force to save your loaves!",https://www.metacritic.com/game/golden-force/
1518,Strayed Lights,"Apr 25, 2023","Strayed Lights is an atmospheric action-adventure with fluid combat and an intricate world imbued with mystery. You are a tiny, growing light seeking transcendence. Explore a land of otherworldly ruins and glowing trees, where entities of flickering lights and luminescent shadows reside.

Challenge rogue shadow creatures in fast-paced, rewarding combat. Use a fluid mix of parries and dodges to absorb their energy levels until you can unleash an ultra energy attack. Shift your light from blue to orange in sync with enemies using timed parries, then push energy back at them in vivid finishers.",https://www.metacritic.com/game/strayed-lights/
1519,Roller Drama,"Apr 25, 2023","In Roller Drama, you (Joan) live with & coach five kickass athletes: Anne, Portia, Lily, Cordelia, and Juliet. Together they form a top Roller Derby team, a full contact sport on quad skates!

Your job is to act as a keeper of the team, managing both their personal and professional lives. Try to balance everyone's emotions as they navigate rivalries, friendships, and love.

The visual novel / sport management mashup game of your (anxiety-ridden?) DREAMS! Lead a team of Roller Derby athletes using strategy and real-time controls. Outside the ring you'll have to manage five big personalities as they grapple with friendship, heartbreak, and late capitalist society...",https://www.metacritic.com/game/roller-drama/
1520,Puzzle Vacations: Ireland,"Apr 25, 2023","Explore the culture and beauty of Ireland with Puzzle Vacations: Ireland, a simple yet rewarding game for puzzle lovers of all kinds! With tons of challenging puzzles to choose from, stunning scenery to enjoy, and a little luck of the Irish, this could be the most epic vacation yet!",https://www.metacritic.com/game/puzzle-vacations-ireland/
1521,TramSim,"Apr 25, 2023","Urban Transport comes to life in TramSim: Console Edition! Experience pure photorealism in two iconic European cities, no matter where you are in the world, and drive realistic trams on a variety of lines. Run to the timetable and face unique challenges, there is gameplay for every taste!
Discover the heart of gorgeous Vienna, Austria, across 2 lines, full of greenery and classic buildings aboard the modern Flexity and retro Type E2 trams, and transport passengers with the unique R2.2b tram through Munich, Germany, rich with historic structures spread throughout 3 lines. Both cities are populated with dynamic road traffic and pedestrian behaviour, as well as AI tram traffic.
Accessible for all, anyone can join in the fun! Start with beginner mode, learn in the tutorials, and master the art of tram driving, the passengers of Vienna and Munich await in TramSim: Console Edition!",https://www.metacritic.com/game/tramsim/
1522,Stranded: Alien Dawn,"Apr 25, 2023","Brave a new world in Stranded: Alien Dawn, a planet survival sim placing the fate of a small marooned group in your hands. 

Forge your story through compelling and immersive strategic gameplay as you make vital decisions to protect your survivors from starvation, disease, extreme weather and more. From basic camps to fortified bases, create a stronghold to defend the survivors from attacks by alien creatures that roam an expansive and deadly alien world.

Experience an epic and unpredictable journey.",https://www.metacritic.com/game/stranded-alien-dawn/
